Date,Transmit,bandwidth,Receive
17-02-2015,106.7410523,117.9276669,129.1142814
18-02-2015,107.842423,118.9403335,130.0382439
19-02-2015,108.8942449,119.8891668,130.8840887
20-02-2015,109.7854494,120.7635001,131.7415509
23-02-2015,110.3725162,121.7201668,133.0678174
24-02-2015,111.0948689,122.6648335,134.2347981
25-02-2015,113.2119183,123.6296667,134.0474151
26-02-2015,114.1652991,124.2823333,134.3993674
27-02-2015,114.9668484,124.8426669,134.7184854
02-03-2015,115.8770904,125.4036668,134.9302432
03-03-2015,116.9535132,125.9551669,134.9568205
04-03-2015,118.0874253,126.4730002,134.8585751
05-03-2015,119.1048311,126.848667,134.5925029
06-03-2015,120.190797,127.2288335,134.26687
09-03-2015,121.6289771,127.631167,133.6333568
10-03-2015,123.1164763,127.9235004,132.7305246
11-03-2015,123.592756,128.0033337,132.4139113
12-03-2015,123.4894559,127.9813337,132.4732114
13-03-2015,123.045606,127.8490003,132.6523946
16-03-2015,122.6967016,127.7283335,132.7599655
17-03-2015,122.616033,127.6680002,132.7199674
18-03-2015,122.6064498,127.652167,132.6978842
19-03-2015,122.5939029,127.6245004,132.6550979
20-03-2015,122.4865925,127.4980004,132.5094083
23-03-2015,122.6741703,127.2633335,131.8524968
24-03-2015,123.0410183,127.0025001,130.9639818
25-03-2015,122.8276392,126.7531667,130.6786943
26-03-2015,122.5538523,126.4835001,130.4131478
27-03-2015,122.2826504,126.2099998,130.1373491
30-03-2015,122.346906,126.0283332,129.7097604
31-03-2015,122.395242,125.8334998,129.2717577
01-04-2015,122.3761274,125.6009999,128.8258723
02-04-2015,122.3330336,125.5034998,128.673966
06-04-2015,122.374816,125.4528332,128.5308505
07-04-2015,122.4030622,125.4251665,128.4472708
08-04-2015,122.4277133,125.4491664,128.4706195
09-04-2015,122.7775359,125.5938332,128.4101305
10-04-2015,123.0398914,125.7369999,128.4341085
13-04-2015,123.272819,125.9113334,128.5498477
14-04-2015,123.487134,126.0235002,128.5598665
15-04-2015,123.4871301,126.0220001,128.5568702
16-04-2015,123.5664037,125.945,128.3235962
17-04-2015,123.6022692,125.7983332,127.9943973
20-04-2015,123.5867451,125.8221664,128.0575877
21-04-2015,123.5817266,125.8254998,128.069273
22-04-2015,123.5019782,125.8674998,128.2330214
23-04-2015,123.3716821,126.1116665,128.8516508
24-04-2015,123.3764705,126.4186666,129.4608626
27-04-2015,123.128271,126.8531664,130.5780619
28-04-2015,122.9533691,127.1514997,131.3496302
29-04-2015,123.165847,127.372333,131.578819
30-04-2015,123.4832179,127.4706663,131.4581147
01-05-2015,123.7928685,127.6258331,131.4587977
04-05-2015,123.9186426,127.764833,131.6110235
05-05-2015,123.91582,127.7634997,131.6111794
06-05-2015,123.8088193,127.7326664,131.6565135
07-05-2015,123.6785663,127.6919997,131.705433
08-05-2015,123.7345408,127.7216665,131.7087922
11-05-2015,123.6599205,127.6796663,131.6994121
12-05-2015,123.5804905,127.6474995,131.7145084
13-05-2015,123.5504423,127.633333,131.7162236
14-05-2015,123.6706007,127.7279997,131.7853986
15-05-2015,124.0144574,127.9133333,131.8122092
18-05-2015,124.100497,128.0530002,132.0055033
19-05-2015,124.1588765,128.1998337,132.2407909
20-05-2015,124.1850087,128.3093337,132.4336587
21-05-2015,124.1273816,128.3863339,132.6452861
22-05-2015,123.9598963,128.499167,133.0384377
26-05-2015,124.1087609,128.411167,132.7135731
27-05-2015,124.1188009,128.4058336,132.6928663
28-05-2015,124.0226213,128.5108337,132.999046
29-05-2015,124.300709,128.7318334,133.1629579
01-06-2015,124.3594994,128.8584999,133.3575004
02-06-2015,124.3747459,128.8986669,133.4225879
03-06-2015,124.6367699,129.0808335,133.524897
04-06-2015,125.2683798,129.3096669,133.3509539
05-06-2015,125.9332746,129.4986668,133.064059
08-06-2015,126.0685551,129.5401669,133.0117786
09-06-2015,126.1824915,129.5670003,132.9515092
10-06-2015,126.7463818,129.708667,132.6709521
11-06-2015,127.2892578,129.845,132.4007421
12-06-2015,127.131001,129.8041667,132.4773323
15-06-2015,126.7060981,129.6941663,132.6822346
16-06-2015,126.4016896,129.5699996,132.7383095
17-06-2015,126.1238847,129.4254994,132.727114
18-06-2015,125.9515598,129.3093328,132.6671058
19-06-2015,125.6885656,129.1088327,132.5290998
22-06-2015,125.7264205,128.8728329,132.0192453
23-06-2015,125.5733485,128.7039996,131.8346507
24-06-2015,125.6811976,128.5486666,131.4161355
25-06-2015,125.8677152,128.3714998,130.8752844
26-06-2015,125.8452624,128.1985,130.5517375
29-06-2015,125.5007067,127.9235001,130.3462935
30-06-2015,125.2434909,127.6979999,130.1525088
01-07-2015,125.319636,127.5075,129.6953639
02-07-2015,125.3221027,127.3416666,129.3612304
06-07-2015,125.172968,127.1813333,129.1896986
07-07-2015,124.8939059,127.0441664,129.194427
08-07-2015,124.1418974,126.8546664,129.5674354
09-07-2015,122.9127426,126.4759997,130.0392568
10-07-2015,122.4632754,126.1608332,129.8583911
13-07-2015,122.3846331,126.0463333,129.7080335
14-07-2015,122.343664,125.9988335,129.6540029
15-07-2015,122.3439159,125.9610002,129.5780846
16-07-2015,122.3059902,126.0028336,129.699677
17-07-2015,122.1959647,126.0718335,129.9477023
20-07-2015,121.6892041,126.3205002,130.9517963
21-07-2015,121.4079709,126.5078336,131.6076963
22-07-2015,121.1778138,126.3610003,131.5441868
23-07-2015,121.1251692,126.2323335,131.3394978
24-07-2015,120.989315,126.0646669,131.1400187
27-07-2015,120.6120011,125.8521669,131.0923327
28-07-2015,120.4054683,125.7581669,131.1108655
29-07-2015,120.1369622,125.6306668,131.1243713
30-07-2015,119.7438845,125.4160002,131.0881158
31-07-2015,119.2924998,125.1818336,131.0711674
03-08-2015,118.4943027,124.8726669,131.2510311
04-08-2015,116.7313042,124.3723335,132.0133628
05-08-2015,115.2932316,123.9588335,132.6244354
06-08-2015,114.2686043,123.6655002,133.0623961
07-08-2015,113.2383284,123.2976669,133.3570053
10-08-2015,112.7672569,122.9726667,133.1780766
11-08-2015,111.7495121,122.439,133.1284878
12-08-2015,110.5837964,121.7846665,132.9855365
13-08-2015,110.0107495,121.1456666,132.2805836
14-08-2015,109.7007656,120.4578334,131.2149012
17-08-2015,110.2193367,119.7006668,129.1819968
18-08-2015,111.057582,118.9666667,126.8757514
19-08-2015,110.8596081,118.5250001,126.190392
20-08-2015,110.6016943,117.8803334,125.1589724
21-08-2015,109.2092545,117.0331668,124.8570791
24-08-2015,105.9911026,115.9568336,125.9225645
25-08-2015,104.8512275,115.0986668,125.3461062
26-08-2015,104.3580548,114.363167,124.3682792
27-08-2015,104.4853754,113.8553335,123.2252916
28-08-2015,104.7374169,113.4101667,122.0829165
31-08-2015,104.8807642,113.0895001,121.298236
01-09-2015,104.4437543,112.7790001,121.114246
02-09-2015,104.2974032,112.5934999,120.8895966
03-09-2015,104.1557511,112.3841666,120.6125821
04-09-2015,103.8818508,112.0835,120.2851491
08-09-2015,104.1221378,111.7326666,119.3431954
09-09-2015,104.0861412,111.5483332,119.0105251
10-09-2015,104.0577891,111.4726667,118.8875442
11-09-2015,104.1180015,111.3741666,118.6303316
14-09-2015,104.1011364,111.3871666,118.6731967
15-09-2015,104.1890893,111.3358331,118.4825768
16-09-2015,104.2372114,111.3098331,118.3824548
17-09-2015,104.2767346,111.2751664,118.2735982
18-09-2015,104.2766727,111.2916665,118.3066603
21-09-2015,104.666951,111.6404998,118.6140487
22-09-2015,107.1040188,112.2434997,117.3829807
23-09-2015,108.2882859,112.6433331,116.9983804
24-09-2015,109.0475652,112.9473331,116.847101
25-09-2015,109.1116704,113.1013332,117.090996
28-09-2015,109.1374587,113.1231666,117.1088745
29-09-2015,108.7833184,112.9754999,117.1676815
30-09-2015,109.0444831,113.0356667,117.0268504
01-10-2015,108.5812026,112.9140003,117.246798
02-10-2015,108.3483737,112.843167,117.3379602
05-10-2015,108.5314398,112.8930004,117.2545609
06-10-2015,108.4365671,112.8535003,117.2704335
07-10-2015,108.3485136,112.8205004,117.2924872
08-10-2015,107.9731432,112.6896671,117.406191
09-10-2015,107.8423978,112.5848337,117.3272697
12-10-2015,107.8680865,112.3970004,116.9259144
13-10-2015,107.9236127,112.1918338,116.4600549
14-10-2015,107.9810483,111.9068336,115.8326188
15-10-2015,108.0344358,111.7455003,115.4565647
16-10-2015,107.9887068,111.6446669,115.3006269
19-10-2015,108.0973483,111.4671668,114.8369853
20-10-2015,108.1200469,111.4448334,114.76962
21-10-2015,108.0929292,111.4565001,114.8200709
22-10-2015,107.9920835,111.4936666,114.9952498
23-10-2015,107.341724,111.6473335,115.9529429
26-10-2015,107.1068229,111.7953333,116.4838437
27-10-2015,107.2139281,112.0395,116.8650718
28-10-2015,107.0023178,112.4404998,117.8786819
29-10-2015,106.9330458,112.9901664,119.047287
30-10-2015,106.9261151,113.5106663,120.0952176
02-11-2015,106.9021448,114.0261663,121.1501879
03-11-2015,106.77492,114.591833,122.4087461
04-11-2015,106.8736711,115.1831664,123.4926617
05-11-2015,107.5297965,115.7813331,124.0328696
06-11-2015,107.9749626,116.2746664,124.5743702
09-11-2015,108.4461115,116.7186664,124.9912213
10-11-2015,109.0474207,116.9849997,124.9225786
11-11-2015,109.9149744,117.2758331,124.6366918
12-11-2015,110.608755,117.5048332,124.4009114
13-11-2015,111.0642124,117.6149997,124.1657871
16-11-2015,111.4959634,117.7121663,123.9283692
17-11-2015,111.7039561,117.7671665,123.8303768
18-11-2015,112.0084461,117.8878331,123.7672201
19-11-2015,112.3234732,118.0576665,123.7918598
20-11-2015,112.3528426,118.114833,123.8768235
23-11-2015,112.5348643,118.2229998,123.9111353
24-11-2015,112.8982869,118.3941664,123.8900458
25-11-2015,112.9081014,118.4033331,123.8985648
27-11-2015,112.8501052,118.3088331,123.767561
30-11-2015,112.8295552,118.2303333,123.6311113
01-12-2015,112.795765,118.0779998,123.3602346
02-12-2015,112.863291,117.8064999,122.7497088
03-12-2015,112.9006075,117.4526665,122.0047255
04-12-2015,113.0697614,117.2793332,121.488905
07-12-2015,113.2786207,117.1536665,121.0287123
08-12-2015,113.4912172,117.0079999,120.5247825
09-12-2015,113.4285695,116.9661667,120.5037639
10-12-2015,113.4249,116.9641668,120.5034336
11-12-2015,113.0688544,116.8513334,120.6338123
14-12-2015,112.6053245,116.7641669,120.9230092
15-12-2015,112.1077587,116.6678336,121.2279084
16-12-2015,111.3660237,116.5023334,121.6386431
17-12-2015,110.3201147,116.1678335,122.0155524
18-12-2015,108.6549713,115.6023334,122.5496955
21-12-2015,107.258165,114.9723335,122.686502
22-12-2015,106.1462306,114.4153336,122.6844365
23-12-2015,105.4331627,113.9038335,122.3745043
24-12-2015,104.8606684,113.4005001,121.9403318
28-12-2015,104.1277985,112.8483335,121.5688684
29-12-2015,103.8135822,112.3411667,120.8687512
30-12-2015,103.4598559,111.8443334,120.2288108
31-12-2015,102.8238662,111.2883334,119.7528005
04-01-2016,101.9580427,110.7301667,119.5022907
05-01-2016,101.3646127,110.0231668,118.6817208
06-01-2016,100.5769808,109.1396668,117.7023529
07-01-2016,99.17277311,108.1283334,117.0838936
08-01-2016,97.9236546,107.2023333,116.481012
11-01-2016,97.22509425,106.3074998,115.3899053
12-01-2016,96.79499958,105.6086665,114.4223334
13-01-2016,96.1011593,104.9574998,113.8138403
14-01-2016,95.54254396,104.3258331,113.1091223
15-01-2016,94.76300547,103.6269998,112.4909941
19-01-2016,94.16719724,102.9703331,111.773469
20-01-2016,93.35495876,102.4209999,111.487041
21-01-2016,92.70019126,101.9018332,111.1034751
22-01-2016,92.66732003,101.5659998,110.4646796
25-01-2016,92.78428426,101.1579999,109.5317155
26-01-2016,93.0074875,100.7239999,108.4405123
27-01-2016,92.47229263,100.102333,107.7323734
28-01-2016,92.24359807,99.36849958,106.4934011
29-01-2016,92.69136942,98.79899947,104.9066295
01-02-2016,93.00925856,98.3228328,103.636407
02-02-2016,93.09692217,97.8574995,102.6180768
03-02-2016,93.43812017,97.46249942,101.4868787
04-02-2016,93.52459175,97.23216607,100.9397404
05-02-2016,93.25330457,97.09249945,100.9316943
08-02-2016,92.95952928,96.94116608,100.9228029
09-02-2016,92.75384092,96.77333287,100.7928248
10-02-2016,92.68761252,96.52716613,100.3667197
11-02-2016,92.37451682,96.27933263,100.1841484
12-02-2016,92.14838312,96.04199933,99.93561554
16-02-2016,92.12630689,96.00699935,99.88769181
17-02-2016,92.12003295,96.03483265,99.94963235
18-02-2016,92.14094415,96.08216592,100.0233877
19-02-2016,92.13411487,96.07349932,100.0128838
22-02-2016,92.46829552,95.88099927,99.29370301
23-02-2016,92.81145818,95.64033268,98.46920719
24-02-2016,93.26994412,95.42133268,97.57272125
25-02-2016,93.37738398,95.51099957,97.64461515
26-02-2016,93.61258879,95.68616642,97.75974404
29-02-2016,93.57014711,95.72850003,97.88685296
01-03-2016,93.16702846,95.89816658,98.6293047
02-03-2016,92.84527706,96.17283317,99.50038927
03-03-2016,92.46676796,96.44599983,100.4252317
04-03-2016,91.93797669,96.76283322,101.5876897
07-03-2016,91.88580523,97.11333333,102.3408614
08-03-2016,92.07566689,97.43733338,102.7989999
09-03-2016,92.29184706,97.73916675,103.1864864
10-03-2016,92.57125624,98.05316683,103.5350774
11-03-2016,93.11782189,98.47033362,103.8228453
14-03-2016,93.73082861,98.89883362,104.0668386
15-03-2016,93.78324026,99.32400032,104.8647604
16-03-2016,93.62270996,99.73050017,105.8382904
17-03-2016,93.65364611,100.1636669,106.6736878
18-03-2016,93.95272123,100.6471668,107.3416124
21-03-2016,94.29002414,101.1305003,107.9709765
22-03-2016,95.04091799,101.6885002,108.3360825
23-03-2016,95.99151634,102.2435003,108.4954843
24-03-2016,96.93996148,102.7108335,108.4817056
28-03-2016,97.83427383,103.1263335,108.4183932
29-03-2016,98.84025782,103.606,108.3717422
30-03-2016,99.05589679,104.1036667,109.1514366
31-03-2016,99.31956576,104.5451667,109.7707676
01-04-2016,99.55637228,104.954,110.3516277
04-04-2016,99.44575835,105.3781666,111.3105749
05-04-2016,99.75432671,105.7831665,111.8120063
06-04-2016,100.3118524,106.2489998,112.1861471
07-04-2016,101.1177046,106.6508331,112.1839617
08-04-2016,102.0312098,107.0348331,112.0384565
11-04-2016,102.8657093,107.4084998,111.9512903
12-04-2016,103.7470523,107.7816666,111.8162808
13-04-2016,104.046322,108.1411666,112.2360111
14-04-2016,104.2158825,108.457,112.6981174
15-04-2016,104.5517928,108.7011666,112.8505405
18-04-2016,104.8293735,108.7971667,112.7649599
19-04-2016,104.9603381,108.8378334,112.7153287
20-04-2016,105.0699568,108.8721665,112.6743763
21-04-2016,105.0275935,108.8608332,112.6940728
22-04-2016,105.0253925,108.8603333,112.6952742
25-04-2016,104.9316223,108.8403334,112.7490445
26-04-2016,104.4711595,108.7271669,112.9831742
27-04-2016,101.6277845,108.1210003,114.614216
28-04-2016,99.00626536,107.4408336,115.8754019
29-04-2016,96.36305819,106.6538337,116.9446093
02-05-2016,94.19229108,105.7628338,117.3333764
03-05-2016,92.68739967,105.0068337,117.3262678
04-05-2016,91.37350758,104.2196672,117.0658267
05-05-2016,89.95687082,103.4348338,116.9127967
06-05-2016,88.61466144,102.625167,116.6356726
09-05-2016,87.5726146,101.8033336,116.0340526
10-05-2016,86.74692592,100.9616668,115.1764077
11-05-2016,86.28857673,100.0176668,113.7467569
12-05-2016,85.83456763,98.96383345,112.0930993
13-05-2016,85.52819161,97.96899997,110.4098083
16-05-2016,85.50885848,97.24483323,108.980808
17-05-2016,85.66076061,96.5791664,107.4975722
18-05-2016,86.13634549,95.95216648,105.7679875
19-05-2016,86.70270139,95.35199978,104.0012982
20-05-2016,87.56289378,94.82516632,102.0874388
23-05-2016,88.7823949,94.39266622,100.0029375
24-05-2016,90.50381694,94.04716603,97.59051513
25-05-2016,90.19869119,94.13483275,98.07097431
26-05-2016,89.7053863,94.34849953,98.99161276
27-05-2016,89.42296245,94.66683283,99.91070322
31-05-2016,89.34215305,94.98283283,100.6235126
01-06-2016,89.3012312,95.1783329,101.0554346
02-06-2016,89.36741119,95.31633273,101.2652543
03-06-2016,89.56821435,95.54383263,101.5194509
06-06-2016,89.83474445,95.87799935,101.9212542
07-06-2016,90.11889761,96.1898328,102.260768
08-06-2016,90.47885207,96.49116615,102.5034802
09-06-2016,90.92479459,96.81716612,102.7095376
10-06-2016,91.94166329,97.2183329,102.4950025
13-06-2016,93.21597105,97.5744996,101.9330281
14-06-2016,93.89211502,97.787333,101.682551
15-06-2016,94.54837988,97.97699975,101.4056196
16-06-2016,95.02478017,98.10549987,101.1862196
17-06-2016,95.46372275,98.18666672,100.9096107
20-06-2016,95.59963477,98.2121667,100.8246986
21-06-2016,95.43432872,98.17300007,100.9116714
22-06-2016,95.18815333,98.08900017,100.989847
23-06-2016,94.91593085,97.92516678,100.9344027
24-06-2016,94.19504425,97.60733348,101.0196227
27-06-2016,93.25130599,97.21600023,101.1806945
28-06-2016,92.71654232,96.8878335,101.0591247
29-06-2016,92.42450487,96.65866683,100.8928288
30-06-2016,92.28572979,96.55000023,100.8142707
01-07-2016,92.22280147,96.45083373,100.678866
05-07-2016,92.17540513,96.2305004,100.2855957
06-07-2016,92.20115951,96.02550048,99.84984145
07-07-2016,92.31098228,95.87350057,99.43601885
08-07-2016,92.52903769,95.73216728,98.93529688
11-07-2016,92.70719122,95.64383403,98.58047685
12-07-2016,92.74576319,95.62183405,98.49790491
13-07-2016,92.77707732,95.60000063,98.42292394
14-07-2016,92.68390678,95.64200058,98.60009438
15-07-2016,92.51132029,95.7288339,98.94634751
18-07-2016,92.29945757,95.91683373,99.5342099
19-07-2016,92.14975558,96.12533377,100.100912
20-07-2016,92.02698147,96.345667,100.6643525
21-07-2016,91.96763349,96.54183362,101.1160337
22-07-2016,92.02368804,96.68566705,101.3476461
25-07-2016,92.43932723,96.89216675,101.3450063
26-07-2016,93.23604436,97.1333333,101.0306222
27-07-2016,93.32363582,97.64433323,101.9650306
28-07-2016,93.3217178,98.12816642,102.934615
29-07-2016,93.29583449,98.57433315,103.8528318
01-08-2016,93.12387182,99.05633327,104.9887947
02-08-2016,93.42312637,99.55133333,105.6795403
03-08-2016,93.76562625,100.0653331,106.36504
04-08-2016,94.08018745,100.5501664,107.0201454
05-08-2016,94.28736079,101.0783331,107.8693055
08-08-2016,94.45847658,101.6206665,108.7828564
09-08-2016,94.68178482,102.1793332,109.6768816
10-08-2016,95.17260758,102.734,110.2953925
11-08-2016,95.58278728,103.2275,110.8722127
12-08-2016,96.03740181,103.6911667,111.3449315
15-08-2016,96.42712379,104.1668335,111.9065431
16-08-2016,96.85507774,104.6603335,112.4655892
17-08-2016,97.38594245,105.1065002,112.8270579
18-08-2016,98.05126189,105.5755002,113.0997385
19-08-2016,99.11067546,106.0945002,113.0783249
22-08-2016,100.746454,106.6338337,112.5212133
23-08-2016,103.2539397,107.2278337,111.2017276
24-08-2016,103.9008025,107.4680004,111.0351983
25-08-2016,104.4787679,107.6433338,110.8078997
26-08-2016,105.0415368,107.7893337,110.5371306
29-08-2016,105.2675866,107.8550003,110.4424139
30-08-2016,105.5537536,107.9125002,110.2712468
31-08-2016,105.7042829,107.9443336,110.1843843
01-09-2016,105.8544087,107.9776671,110.1009254
02-09-2016,105.9016386,107.9983337,110.0950288
06-09-2016,105.8939804,107.9918336,110.0896867
07-09-2016,105.8851607,107.9656669,110.0461731
08-09-2016,105.6120313,107.8551667,110.0983021
09-09-2016,104.8492134,107.643,110.4367865
12-09-2016,104.3779846,107.4645,110.5510154
13-09-2016,104.3992881,107.4124998,110.4257116
14-09-2016,104.1930506,107.4888331,110.7846156
15-09-2016,103.1887585,107.7864998,112.384241
16-09-2016,102.5195173,108.0763331,113.6331489
19-09-2016,102.1539956,108.3363331,114.5186705
20-09-2016,102.016673,108.5819998,115.1473266
21-09-2016,101.9193147,108.8033333,115.6873518
22-09-2016,101.8116786,109.1216667,116.4316548
23-09-2016,101.9509471,109.4036668,116.8563865
26-09-2016,102.1842916,109.6806668,117.1770421
27-09-2016,102.4806621,109.9816667,117.4826712
28-09-2016,102.9191994,110.3819999,117.8448005
29-09-2016,103.454687,110.7065001,117.9583131
30-09-2016,104.0048036,111.0243334,118.0438632
03-10-2016,104.4192999,111.2793333,118.1393668
04-10-2016,104.8287959,111.5531666,118.2775372
05-10-2016,105.2474203,111.8066667,118.365913
06-10-2016,106.1554048,112.1955,118.2355952
07-10-2016,107.9334949,112.698,117.4625052
10-10-2016,110.0729851,113.2618334,116.4506817
11-10-2016,111.1298038,113.7153335,116.3008632
12-10-2016,111.2667577,114.0265003,116.7862428
13-10-2016,111.1382638,114.115667,117.0930702
14-10-2016,110.9119196,114.2463336,117.5807476
17-10-2016,110.7934513,114.3990002,118.0045491
18-10-2016,110.7664921,114.6145001,118.462508
19-10-2016,110.8980004,114.7595002,118.6209999
20-10-2016,110.9074654,114.8796667,118.8518679
21-10-2016,111.1158651,115.0586667,119.0014682
24-10-2016,111.3946042,115.3015,119.2083958
25-10-2016,111.6517095,115.5566668,119.4616241
26-10-2016,111.7453165,115.5996667,119.4540169
27-10-2016,112.0881275,115.7106666,119.3332058
28-10-2016,112.3390108,115.7799998,119.2209887
31-10-2016,112.5563378,115.8319998,119.1076618
01-11-2016,112.2291083,115.7628331,119.296558
02-11-2016,111.9044585,115.6923329,119.4802074
03-11-2016,111.1172978,115.5169998,119.9167018
04-11-2016,110.0723288,115.2681664,120.4640041
07-11-2016,109.3352076,114.9824998,120.6297919
08-11-2016,108.8319023,114.6706664,120.5094304
09-11-2016,108.2797318,114.3069997,120.3342676
10-11-2016,107.4162413,113.8831663,120.3500912
11-11-2016,106.6832759,113.3984998,120.1137237
14-11-2016,105.6163877,112.8223332,120.0282786
15-11-2016,105.0185409,112.286,119.553459
16-11-2016,104.7510059,111.9216665,119.0923271
17-11-2016,104.7146129,111.5609998,118.4073868
18-11-2016,104.7692524,111.2354999,117.7017473
21-11-2016,105.1220606,110.9244999,116.7269392
22-11-2016,105.7677941,110.6195,115.4712059
23-11-2016,105.9757861,110.4273336,114.8788811
25-11-2016,106.2500685,110.2635002,114.2769319
28-11-2016,106.4669758,110.1476669,113.8283581
29-11-2016,106.6715909,110.0241669,113.3767429
30-11-2016,106.7073677,109.9775002,113.2476326
01-12-2016,106.7117004,109.8823335,113.0529667
02-12-2016,106.681775,109.8490001,113.0162251
05-12-2016,106.6879517,109.8521668,113.0163819
06-12-2016,106.675792,109.8375,112.9992081
07-12-2016,106.6764188,109.8191669,112.9619149
08-12-2016,106.6517826,109.9008335,113.1498845
09-12-2016,106.6325587,110.1716668,113.7107748
12-12-2016,106.7708758,110.454,114.1371242
13-12-2016,107.3615315,110.9083334,114.4551352
14-12-2016,107.7378136,111.332,114.9261863
15-12-2016,107.7433259,111.6813334,115.6193409
16-12-2016,107.7399492,111.9978335,116.2557178
19-12-2016,107.7193352,112.3230001,116.926665
20-12-2016,107.6049562,112.613,117.6210437
21-12-2016,107.5169534,112.8733332,118.2297131
22-12-2016,107.6626209,113.1294998,118.5963787
23-12-2016,107.790121,113.3631663,118.9362116
27-12-2016,107.8693355,113.631833,119.3943306
28-12-2016,108.0969306,113.9221663,119.747402
29-12-2016,108.4229062,114.2096666,119.9964269
30-12-2016,109.050306,114.5261665,120.0020271
03-01-2017,109.824879,114.8328334,119.8407878
04-01-2017,110.8905411,115.181,119.4714589
05-01-2017,111.9660727,115.5106667,119.0552606
06-01-2017,113.0764095,115.8633334,118.6502573
09-01-2017,113.863686,116.2168334,118.5699808
10-01-2017,114.1532615,116.4806669,118.8080723
11-01-2017,114.5029779,116.7721668,119.0413557
12-01-2017,114.6785838,116.9705002,119.2624166
13-01-2017,114.7862159,117.1555002,119.5247845
17-01-2017,114.829177,117.3335001,119.8378231
18-01-2017,114.8387427,117.5348333,120.2309239
19-01-2017,114.8696971,117.6926667,120.5156363
20-01-2017,114.8577538,117.8435001,120.8292463
23-01-2017,114.8653688,118.0005,121.1356312
24-01-2017,115.0726195,118.186,121.2993805
25-01-2017,115.1704463,118.4465001,121.7225538
26-01-2017,115.1235669,118.687,122.2504332
27-01-2017,115.1902357,118.9356667,122.6810976
30-01-2017,115.42384,119.1636665,122.903493
31-01-2017,115.8501022,119.4121666,122.974231
01-02-2017,114.9879568,120.0623333,125.1367097
02-02-2017,114.7271747,120.6859999,126.6448251
03-02-2017,114.7062556,121.3051667,127.9040778
06-02-2017,114.5827171,121.924333,129.2659489
07-02-2017,114.2978913,122.5528329,130.8077744
08-02-2017,114.1945206,123.1976661,132.2008116
09-02-2017,114.2284077,123.826166,133.4239242
10-02-2017,114.4940037,124.4986659,134.5033282
13-02-2017,114.8207978,125.2051659,135.5895339
14-02-2017,115.1757183,125.9534992,136.7312801
15-02-2017,115.5450349,126.7234992,137.9019634
16-02-2017,116.2032988,127.5043325,138.8053662
